image,label
D:\dataset_chain\water\input0/train/7535.tif,D:\dataset_chain\water\input0/train_label/7535.tif
D:\dataset_chain\water\input0/train/7536.tif,D:\dataset_chain\water\input0/train_label/7536.tif
D:\dataset_chain\water\input0/train/7537.tif,D:\dataset_chain\water\input0/train_label/7537.tif
D:\dataset_chain\water\input0/train/7538.tif,D:\dataset_chain\water\input0/train_label/7538.tif
D:\dataset_chain\water\input0/train/7539.tif,D:\dataset_chain\water\input0/train_label/7539.tif
D:\dataset_chain\water\input0/train/7540.tif,D:\dataset_chain\water\input0/train_label/7540.tif
D:\dataset_chain\water\input0/train/7541.tif,D:\dataset_chain\water\input0/train_label/7541.tif
D:\dataset_chain\water\input0/train/7542.tif,D:\dataset_chain\water\input0/train_label/7542.tif
D:\dataset_chain\water\input0/train/7543.tif,D:\dataset_chain\water\input0/train_label/7543.tif
D:\dataset_chain\water\input0/train/7544.tif,D:\dataset_chain\water\input0/train_label/7544.tif
D:\dataset_chain\water\input0/train/7545.tif,D:\dataset_chain\water\input0/train_label/7545.tif
D:\dataset_chain\water\input0/train/7546.tif,D:\dataset_chain\water\input0/train_label/7546.tif
D:\dataset_chain\water\input0/train/7547.tif,D:\dataset_chain\water\input0/train_label/7547.tif
D:\dataset_chain\water\input0/train/7548.tif,D:\dataset_chain\water\input0/train_label/7548.tif
D:\dataset_chain\water\input0/train/7549.tif,D:\dataset_chain\water\input0/train_label/7549.tif
D:\dataset_chain\water\input0/train/7550.tif,D:\dataset_chain\water\input0/train_label/7550.tif
D:\dataset_chain\water\input0/train/7551.tif,D:\dataset_chain\water\input0/train_label/7551.tif
D:\dataset_chain\water\input0/train/7552.tif,D:\dataset_chain\water\input0/train_label/7552.tif
D:\dataset_chain\water\input0/train/7553.tif,D:\dataset_chain\water\input0/train_label/7553.tif
D:\dataset_chain\water\input0/train/7554.tif,D:\dataset_chain\water\input0/train_label/7554.tif
D:\dataset_chain\water\input0/train/7555.tif,D:\dataset_chain\water\input0/train_label/7555.tif
D:\dataset_chain\water\input0/train/7556.tif,D:\dataset_chain\water\input0/train_label/7556.tif
D:\dataset_chain\water\input0/train/7557.tif,D:\dataset_chain\water\input0/train_label/7557.tif
D:\dataset_chain\water\input0/train/7558.tif,D:\dataset_chain\water\input0/train_label/7558.tif
D:\dataset_chain\water\input0/train/7559.tif,D:\dataset_chain\water\input0/train_label/7559.tif
D:\dataset_chain\water\input0/train/7560.tif,D:\dataset_chain\water\input0/train_label/7560.tif
D:\dataset_chain\water\input0/train/7561.tif,D:\dataset_chain\water\input0/train_label/7561.tif
D:\dataset_chain\water\input0/train/7562.tif,D:\dataset_chain\water\input0/train_label/7562.tif
D:\dataset_chain\water\input0/train/7563.tif,D:\dataset_chain\water\input0/train_label/7563.tif
D:\dataset_chain\water\input0/train/7564.tif,D:\dataset_chain\water\input0/train_label/7564.tif
D:\dataset_chain\water\input0/train/7565.tif,D:\dataset_chain\water\input0/train_label/7565.tif
D:\dataset_chain\water\input0/train/7566.tif,D:\dataset_chain\water\input0/train_label/7566.tif
D:\dataset_chain\water\input0/train/7567.tif,D:\dataset_chain\water\input0/train_label/7567.tif
D:\dataset_chain\water\input0/train/7568.tif,D:\dataset_chain\water\input0/train_label/7568.tif
D:\dataset_chain\water\input0/train/7569.tif,D:\dataset_chain\water\input0/train_label/7569.tif
D:\dataset_chain\water\input0/train/7570.tif,D:\dataset_chain\water\input0/train_label/7570.tif
D:\dataset_chain\water\input0/train/7571.tif,D:\dataset_chain\water\input0/train_label/7571.tif
D:\dataset_chain\water\input0/train/7572.tif,D:\dataset_chain\water\input0/train_label/7572.tif
D:\dataset_chain\water\input0/train/7573.tif,D:\dataset_chain\water\input0/train_label/7573.tif
D:\dataset_chain\water\input0/train/7574.tif,D:\dataset_chain\water\input0/train_label/7574.tif
D:\dataset_chain\water\input0/train/7575.tif,D:\dataset_chain\water\input0/train_label/7575.tif
D:\dataset_chain\water\input0/train/7576.tif,D:\dataset_chain\water\input0/train_label/7576.tif
D:\dataset_chain\water\input0/train/7577.tif,D:\dataset_chain\water\input0/train_label/7577.tif
D:\dataset_chain\water\input0/train/7578.tif,D:\dataset_chain\water\input0/train_label/7578.tif
D:\dataset_chain\water\input0/train/7579.tif,D:\dataset_chain\water\input0/train_label/7579.tif
D:\dataset_chain\water\input0/train/7580.tif,D:\dataset_chain\water\input0/train_label/7580.tif
D:\dataset_chain\water\input0/train/7581.tif,D:\dataset_chain\water\input0/train_label/7581.tif
D:\dataset_chain\water\input0/train/7582.tif,D:\dataset_chain\water\input0/train_label/7582.tif
D:\dataset_chain\water\input0/train/7583.tif,D:\dataset_chain\water\input0/train_label/7583.tif
D:\dataset_chain\water\input0/train/7584.tif,D:\dataset_chain\water\input0/train_label/7584.tif
D:\dataset_chain\water\input0/train/7585.tif,D:\dataset_chain\water\input0/train_label/7585.tif
D:\dataset_chain\water\input0/train/7586.tif,D:\dataset_chain\water\input0/train_label/7586.tif
D:\dataset_chain\water\input0/train/7587.tif,D:\dataset_chain\water\input0/train_label/7587.tif
D:\dataset_chain\water\input0/train/7588.tif,D:\dataset_chain\water\input0/train_label/7588.tif
D:\dataset_chain\water\input0/train/7589.tif,D:\dataset_chain\water\input0/train_label/7589.tif
D:\dataset_chain\water\input0/train/7590.tif,D:\dataset_chain\water\input0/train_label/7590.tif
D:\dataset_chain\water\input0/train/7591.tif,D:\dataset_chain\water\input0/train_label/7591.tif
D:\dataset_chain\water\input0/train/7592.tif,D:\dataset_chain\water\input0/train_label/7592.tif
D:\dataset_chain\water\input0/train/7593.tif,D:\dataset_chain\water\input0/train_label/7593.tif
D:\dataset_chain\water\input0/train/7594.tif,D:\dataset_chain\water\input0/train_label/7594.tif
D:\dataset_chain\water\input0/train/7595.tif,D:\dataset_chain\water\input0/train_label/7595.tif
D:\dataset_chain\water\input0/train/7596.tif,D:\dataset_chain\water\input0/train_label/7596.tif
D:\dataset_chain\water\input0/train/7597.tif,D:\dataset_chain\water\input0/train_label/7597.tif
D:\dataset_chain\water\input0/train/7598.tif,D:\dataset_chain\water\input0/train_label/7598.tif
D:\dataset_chain\water\input0/train/7599.tif,D:\dataset_chain\water\input0/train_label/7599.tif
D:\dataset_chain\water\input0/train/7600.tif,D:\dataset_chain\water\input0/train_label/7600.tif
D:\dataset_chain\water\input0/train/7601.tif,D:\dataset_chain\water\input0/train_label/7601.tif
D:\dataset_chain\water\input0/train/7602.tif,D:\dataset_chain\water\input0/train_label/7602.tif
D:\dataset_chain\water\input0/train/7603.tif,D:\dataset_chain\water\input0/train_label/7603.tif
D:\dataset_chain\water\input0/train/7604.tif,D:\dataset_chain\water\input0/train_label/7604.tif
D:\dataset_chain\water\input0/train/7605.tif,D:\dataset_chain\water\input0/train_label/7605.tif
D:\dataset_chain\water\input0/train/7606.tif,D:\dataset_chain\water\input0/train_label/7606.tif
D:\dataset_chain\water\input0/train/7607.tif,D:\dataset_chain\water\input0/train_label/7607.tif
D:\dataset_chain\water\input0/train/7608.tif,D:\dataset_chain\water\input0/train_label/7608.tif
D:\dataset_chain\water\input0/train/7609.tif,D:\dataset_chain\water\input0/train_label/7609.tif
D:\dataset_chain\water\input0/train/7610.tif,D:\dataset_chain\water\input0/train_label/7610.tif
D:\dataset_chain\water\input0/train/7611.tif,D:\dataset_chain\water\input0/train_label/7611.tif
D:\dataset_chain\water\input0/train/7612.tif,D:\dataset_chain\water\input0/train_label/7612.tif
D:\dataset_chain\water\input0/train/7613.tif,D:\dataset_chain\water\input0/train_label/7613.tif
D:\dataset_chain\water\input0/train/7614.tif,D:\dataset_chain\water\input0/train_label/7614.tif
D:\dataset_chain\water\input0/train/7615.tif,D:\dataset_chain\water\input0/train_label/7615.tif
D:\dataset_chain\water\input0/train/7616.tif,D:\dataset_chain\water\input0/train_label/7616.tif
D:\dataset_chain\water\input0/train/7617.tif,D:\dataset_chain\water\input0/train_label/7617.tif
D:\dataset_chain\water\input0/train/7618.tif,D:\dataset_chain\water\input0/train_label/7618.tif
D:\dataset_chain\water\input0/train/7619.tif,D:\dataset_chain\water\input0/train_label/7619.tif
D:\dataset_chain\water\input0/train/7620.tif,D:\dataset_chain\water\input0/train_label/7620.tif
D:\dataset_chain\water\input0/train/7621.tif,D:\dataset_chain\water\input0/train_label/7621.tif
D:\dataset_chain\water\input0/train/7622.tif,D:\dataset_chain\water\input0/train_label/7622.tif
D:\dataset_chain\water\input0/train/7623.tif,D:\dataset_chain\water\input0/train_label/7623.tif
D:\dataset_chain\water\input0/train/7624.tif,D:\dataset_chain\water\input0/train_label/7624.tif
D:\dataset_chain\water\input0/train/7625.tif,D:\dataset_chain\water\input0/train_label/7625.tif
D:\dataset_chain\water\input0/train/7626.tif,D:\dataset_chain\water\input0/train_label/7626.tif
D:\dataset_chain\water\input0/train/7627.tif,D:\dataset_chain\water\input0/train_label/7627.tif
D:\dataset_chain\water\input0/train/7628.tif,D:\dataset_chain\water\input0/train_label/7628.tif
D:\dataset_chain\water\input0/train/7629.tif,D:\dataset_chain\water\input0/train_label/7629.tif
D:\dataset_chain\water\input0/train/7630.tif,D:\dataset_chain\water\input0/train_label/7630.tif
D:\dataset_chain\water\input0/train/7631.tif,D:\dataset_chain\water\input0/train_label/7631.tif
D:\dataset_chain\water\input0/train/7632.tif,D:\dataset_chain\water\input0/train_label/7632.tif
D:\dataset_chain\water\input0/train/7633.tif,D:\dataset_chain\water\input0/train_label/7633.tif
D:\dataset_chain\water\input0/train/7634.tif,D:\dataset_chain\water\input0/train_label/7634.tif
D:\dataset_chain\water\input0/train/7635.tif,D:\dataset_chain\water\input0/train_label/7635.tif
D:\dataset_chain\water\input0/train/7636.tif,D:\dataset_chain\water\input0/train_label/7636.tif
D:\dataset_chain\water\input0/train/7637.tif,D:\dataset_chain\water\input0/train_label/7637.tif
D:\dataset_chain\water\input0/train/7638.tif,D:\dataset_chain\water\input0/train_label/7638.tif
D:\dataset_chain\water\input0/train/7639.tif,D:\dataset_chain\water\input0/train_label/7639.tif
D:\dataset_chain\water\input0/train/7640.tif,D:\dataset_chain\water\input0/train_label/7640.tif
D:\dataset_chain\water\input0/train/7641.tif,D:\dataset_chain\water\input0/train_label/7641.tif
D:\dataset_chain\water\input0/train/7642.tif,D:\dataset_chain\water\input0/train_label/7642.tif
D:\dataset_chain\water\input0/train/7643.tif,D:\dataset_chain\water\input0/train_label/7643.tif
D:\dataset_chain\water\input0/train/7644.tif,D:\dataset_chain\water\input0/train_label/7644.tif
D:\dataset_chain\water\input0/train/7645.tif,D:\dataset_chain\water\input0/train_label/7645.tif
D:\dataset_chain\water\input0/train/7646.tif,D:\dataset_chain\water\input0/train_label/7646.tif
D:\dataset_chain\water\input0/train/7647.tif,D:\dataset_chain\water\input0/train_label/7647.tif
D:\dataset_chain\water\input0/train/7648.tif,D:\dataset_chain\water\input0/train_label/7648.tif
D:\dataset_chain\water\input0/train/7649.tif,D:\dataset_chain\water\input0/train_label/7649.tif
D:\dataset_chain\water\input0/train/7650.tif,D:\dataset_chain\water\input0/train_label/7650.tif
D:\dataset_chain\water\input0/train/7651.tif,D:\dataset_chain\water\input0/train_label/7651.tif
D:\dataset_chain\water\input0/train/7652.tif,D:\dataset_chain\water\input0/train_label/7652.tif
D:\dataset_chain\water\input0/train/7653.tif,D:\dataset_chain\water\input0/train_label/7653.tif
D:\dataset_chain\water\input0/train/7654.tif,D:\dataset_chain\water\input0/train_label/7654.tif
D:\dataset_chain\water\input0/train/7655.tif,D:\dataset_chain\water\input0/train_label/7655.tif
D:\dataset_chain\water\input0/train/7656.tif,D:\dataset_chain\water\input0/train_label/7656.tif
D:\dataset_chain\water\input0/train/7657.tif,D:\dataset_chain\water\input0/train_label/7657.tif
D:\dataset_chain\water\input0/train/7658.tif,D:\dataset_chain\water\input0/train_label/7658.tif
D:\dataset_chain\water\input0/train/7659.tif,D:\dataset_chain\water\input0/train_label/7659.tif
D:\dataset_chain\water\input0/train/7660.tif,D:\dataset_chain\water\input0/train_label/7660.tif
D:\dataset_chain\water\input0/train/7661.tif,D:\dataset_chain\water\input0/train_label/7661.tif
D:\dataset_chain\water\input0/train/7662.tif,D:\dataset_chain\water\input0/train_label/7662.tif
D:\dataset_chain\water\input0/train/7663.tif,D:\dataset_chain\water\input0/train_label/7663.tif
D:\dataset_chain\water\input0/train/7664.tif,D:\dataset_chain\water\input0/train_label/7664.tif
D:\dataset_chain\water\input0/train/7665.tif,D:\dataset_chain\water\input0/train_label/7665.tif
D:\dataset_chain\water\input0/train/7666.tif,D:\dataset_chain\water\input0/train_label/7666.tif
D:\dataset_chain\water\input0/train/7667.tif,D:\dataset_chain\water\input0/train_label/7667.tif
D:\dataset_chain\water\input0/train/7668.tif,D:\dataset_chain\water\input0/train_label/7668.tif
D:\dataset_chain\water\input0/train/7669.tif,D:\dataset_chain\water\input0/train_label/7669.tif
D:\dataset_chain\water\input0/train/7670.tif,D:\dataset_chain\water\input0/train_label/7670.tif
D:\dataset_chain\water\input0/train/7671.tif,D:\dataset_chain\water\input0/train_label/7671.tif
D:\dataset_chain\water\input0/train/7672.tif,D:\dataset_chain\water\input0/train_label/7672.tif
D:\dataset_chain\water\input0/train/7673.tif,D:\dataset_chain\water\input0/train_label/7673.tif
D:\dataset_chain\water\input0/train/7674.tif,D:\dataset_chain\water\input0/train_label/7674.tif
D:\dataset_chain\water\input0/train/7675.tif,D:\dataset_chain\water\input0/train_label/7675.tif
D:\dataset_chain\water\input0/train/7676.tif,D:\dataset_chain\water\input0/train_label/7676.tif
D:\dataset_chain\water\input0/train/7677.tif,D:\dataset_chain\water\input0/train_label/7677.tif
D:\dataset_chain\water\input0/train/7678.tif,D:\dataset_chain\water\input0/train_label/7678.tif
D:\dataset_chain\water\input0/train/7679.tif,D:\dataset_chain\water\input0/train_label/7679.tif
D:\dataset_chain\water\input0/train/7680.tif,D:\dataset_chain\water\input0/train_label/7680.tif
D:\dataset_chain\water\input0/train/7681.tif,D:\dataset_chain\water\input0/train_label/7681.tif
D:\dataset_chain\water\input0/train/7682.tif,D:\dataset_chain\water\input0/train_label/7682.tif
D:\dataset_chain\water\input0/train/7683.tif,D:\dataset_chain\water\input0/train_label/7683.tif
D:\dataset_chain\water\input0/train/7684.tif,D:\dataset_chain\water\input0/train_label/7684.tif
D:\dataset_chain\water\input0/train/7685.tif,D:\dataset_chain\water\input0/train_label/7685.tif
D:\dataset_chain\water\input0/train/7686.tif,D:\dataset_chain\water\input0/train_label/7686.tif
D:\dataset_chain\water\input0/train/7687.tif,D:\dataset_chain\water\input0/train_label/7687.tif
D:\dataset_chain\water\input0/train/7688.tif,D:\dataset_chain\water\input0/train_label/7688.tif
D:\dataset_chain\water\input0/train/7689.tif,D:\dataset_chain\water\input0/train_label/7689.tif
D:\dataset_chain\water\input0/train/7690.tif,D:\dataset_chain\water\input0/train_label/7690.tif
D:\dataset_chain\water\input0/train/7691.tif,D:\dataset_chain\water\input0/train_label/7691.tif
D:\dataset_chain\water\input0/train/7692.tif,D:\dataset_chain\water\input0/train_label/7692.tif
D:\dataset_chain\water\input0/train/7693.tif,D:\dataset_chain\water\input0/train_label/7693.tif
D:\dataset_chain\water\input0/train/7694.tif,D:\dataset_chain\water\input0/train_label/7694.tif
D:\dataset_chain\water\input0/train/7695.tif,D:\dataset_chain\water\input0/train_label/7695.tif
D:\dataset_chain\water\input0/train/7696.tif,D:\dataset_chain\water\input0/train_label/7696.tif
D:\dataset_chain\water\input0/train/7697.tif,D:\dataset_chain\water\input0/train_label/7697.tif
D:\dataset_chain\water\input0/train/7698.tif,D:\dataset_chain\water\input0/train_label/7698.tif
D:\dataset_chain\water\input0/train/7699.tif,D:\dataset_chain\water\input0/train_label/7699.tif
D:\dataset_chain\water\input0/train/7700.tif,D:\dataset_chain\water\input0/train_label/7700.tif
D:\dataset_chain\water\input0/train/7701.tif,D:\dataset_chain\water\input0/train_label/7701.tif
D:\dataset_chain\water\input0/train/7702.tif,D:\dataset_chain\water\input0/train_label/7702.tif
D:\dataset_chain\water\input0/train/7703.tif,D:\dataset_chain\water\input0/train_label/7703.tif
D:\dataset_chain\water\input0/train/7704.tif,D:\dataset_chain\water\input0/train_label/7704.tif
D:\dataset_chain\water\input0/train/7705.tif,D:\dataset_chain\water\input0/train_label/7705.tif
D:\dataset_chain\water\input0/train/7706.tif,D:\dataset_chain\water\input0/train_label/7706.tif
D:\dataset_chain\water\input0/train/7707.tif,D:\dataset_chain\water\input0/train_label/7707.tif
